year,subject,position,school_id,school_name,slug,city,voivodeship,score,voivodeship_position,voivodeship_total,is_public
2020,mathematics,65,019c23d9-3446-7a8e-ab24-a3631d3f5f55,SZKOŁA PODSTAWOWA NR 17 IM. HETMANA STEFANA CZARNIECKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-17-im-hetmana-stefana-czarnieckiego-w-gdansku-10509,Gdańsk,POMORSKIE,53.9,113,573,True
2020,mathematics,66,019c23da-e3d0-7afd-9493-64c60b0c3411,SPORTOWA SZKOŁA PODSTAWOWA NR 14 IM. JÓZEFA WYBICKIEGO,gdynia/szkola-podstawowa/sportowa-szkola-podstawowa-nr-14-im-jozefa-wybickiego-21126,Gdynia,POMORSKIE,53.66,114,573,True
2020,mathematics,67,019c23e6-684d-706a-997d-2aa666099a4c,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 7 SZKOŁA PODSTAWOWA NR 3 IM. JANA PAWŁA II W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkol-ogolnoksztalcacych-nr-7-szkola-podstawowa-nr-3-im-jana-pawla-ii-w-gdansku-262214,Gdańsk,POMORSKIE,53.1,118,573,True
2020,mathematics,68,019c23a3-70d2-7755-a470-e426e5a2be3f,SZKOŁA PODSTAWOWA NR 26 IM. ŻOŁNIERZY ARMII KRAJOWEJ,gdynia/szkola-podstawowa/szkola-podstawowa-nr-26-im-zolnierzy-armii-krajowej-4319,Gdynia,POMORSKIE,52.99,119,573,True
2020,mathematics,69,019c23a3-75e9-7347-bd1d-1b2cbe30a2e8,SZKOŁA PODSTAWOWA NR 37 IM. OBROŃCÓW KĘPY OKSYWSKIEJ,gdynia/szkola-podstawowa/szkola-podstawowa-nr-37-im-obroncow-kepy-oksywskiej-4482,Gdynia,POMORSKIE,52.89,120,573,True
2020,mathematics,70,019c23d8-e470-7b69-baa6-781b51f124ca,SZKOŁA PODSTAWOWA NR 12 IM. PRZYJACIÓŁ GDAŃSKA,gdansk/szkola-podstawowa/szkola-podstawowa-nr-12-im-przyjaciol-gdanska-8438,Gdańsk,POMORSKIE,52.38,123,573,True
2020,mathematics,71,019c23e6-8234-7079-9edf-7a0a14cbe30e,NIEPUBLICZNA SZKOŁA PODSTAWOWA MISTRZOSTWA SPORTOWEGO GDAŃSKIEGO KLUBU SPORTOWEGO GEDANIA 1922,gdansk/szkola-podstawowa/niepubliczna-szkola-podstawowa-mistrzostwa-sportowego-gdanskiego-klubu-sportowego-gedania-1922-262911,Gdańsk,POMORSKIE,52.22,126,573,False
2020,mathematics,72,019c23d8-d727-7bf3-b3fe-24b3ada1fc95,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 8 SZKOŁA PODSTAWOWA NR 8 W GDAŃSKU IM. PRZYJACIÓŁ ZIEMI,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-8-szkola-podstawowa-nr-8-w-gdansku-im-przyjaciol-ziemi-8060,Gdańsk,POMORSKIE,51.76,130,573,True
2020,mathematics,73,019c23e6-051e-7701-88cc-d1057025f38f,MORSKA SZKOŁA PODSTAWOWA IM. ALEKSANDRA DOBY W GDAŃSKU,gdansk/szkola-podstawowa/morska-szkola-podstawowa-im-aleksandra-doby-w-gdansku-131786,Gdańsk,POMORSKIE,51.61,132,573,True
2020,mathematics,74,019c23d9-eba2-7f0f-b37d-bc2daa935d0b,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 8 W GDAŃSKU - SZKOŁA PODSTAWOWA NR 5 IM. JANA PAWŁA II,gdansk/szkola-podstawowa/zespol-szkol-ogolnoksztalcacych-nr-8-w-gdansku-szkola-podstawowa-nr-5-im-jana-pawla-ii-15126,Gdańsk,POMORSKIE,51.46,135,573,True
2020,mathematics,75,019c23d8-e07a-727a-8b07-778131cb9584,SZKOŁA PODSTAWOWA NR 23 IM.DZIECI ŚWIATA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-23-im-dzieci-swiata-w-gdansku-8315,Gdańsk,POMORSKIE,51.32,136,573,True
2020,mathematics,76,019c23d9-553e-73e4-9ace-31fd26aede63,SZKOŁA PODSTAWOWA NR 2 Z ODDZIAŁAMI SPORTOWYMI IM. ARMII KRAJOWEJ W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-2-z-oddzialami-sportowymi-im-armii-krajowej-w-gdansku-11368,Gdańsk,POMORSKIE,50.77,141,573,True
2020,mathematics,77,019c23d8-e07d-76cb-9b5e-85b1a751670d,SZKOŁA PODSTAWOWA NR 79 W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-79-w-gdansku-8320,Gdańsk,POMORSKIE,50.34,143,573,True
2020,mathematics,78,019c23d8-fd9e-761e-b612-0e8e151bc223,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 2 -SZKOŁA PODSTAWOWA NR 42 IM. IGNACEGO JANA PADEREWSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-2-szkola-podstawowa-nr-42-im-ignacego-jana-paderewskiego-w-gdansku-9082,Gdańsk,POMORSKIE,50.12,149,573,True
2020,mathematics,79,019c23dd-35b0-701e-8d37-e6dba044228e,SZKOŁA PODSTAWOWA NR 40 IM. KPT. Ż. W. K. O. BORCHARDTA W GDYNI,gdynia/szkola-podstawowa/szkola-podstawowa-nr-40-im-kpt-z-w-k-o-borchardta-w-gdyni-42897,Gdynia,POMORSKIE,49.97,151,573,True
2020,mathematics,80,019c23da-5197-7e67-b2b5-1afa97f67aed,ZESPÓŁ SZKOLNO - PRZEDSZKOLNY NR 1 W GDAŃSKU - SZKOŁA PODSTAWOWA NR 76 IM. JAROSŁAWA DĄBROWSKIEGO,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-1-w-gdansku-szkola-podstawowa-nr-76-im-jaroslawa-dabrowskiego-17523,Gdańsk,POMORSKIE,49.68,155,573,True
2020,mathematics,81,019c23c2-3f92-75cb-905d-13b1f3eabd7d,SZKOŁA PODSTAWOWA NR 13 IM. LUCJANA CYLKOWSKIEGO,gdynia/szkola-podstawowa/szkola-podstawowa-nr-13-im-lucjana-cylkowskiego-5534,Gdynia,POMORSKIE,48.52,173,573,True
2020,mathematics,82,019c23a3-6c54-7172-91cf-67b2ea639da9,SZKOŁA PODSTAWOWA NR 29 IM. STEFANA ŻEROMSKIEGO,gdynia/szkola-podstawowa/szkola-podstawowa-nr-29-im-stefana-zeromskiego-4282,Gdynia,POMORSKIE,48.4,177,573,True
2020,mathematics,83,019c23dc-d54f-79dc-8565-c0afa55f1254,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 9 - SZKOŁA PODSTAWOWA NR 7 IM.MJRA MIECZYSŁAWA SŁABEGO,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-9-szkola-podstawowa-nr-7-im-mjra-mieczyslawa-slabego-39056,Gdańsk,POMORSKIE,47.86,185,573,True
2020,mathematics,84,019c23d9-0ec4-7c18-aff6-30bef43c1c8a,SZKOŁA PODSTAWOWA NR 39 IM. WOJSKA POLSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-39-im-wojska-polskiego-w-gdansku-9587,Gdańsk,POMORSKIE,47.62,189,573,True
2020,mathematics,85,019c23da-6f03-7a2c-aca0-ea29a1b765a7,ZESPÓŁ SZKÓŁ SPORTOWYCH I MISTRZOSTWA SPORTOWEGO IM. JANUSZA KUSOCIŃSKIEGO SPORTOWA SZKOŁA PODSTAWOWA NR 75 Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO IM. JANUSZA KUSOCIŃSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkol-sportowych-i-mistrzostwa-sportowego-im-janusza-kusocinskiego-sportowa-szkola-podstawowa-nr-75-z-oddzialami-mistrzostwa-sportowego-im-janusza-kusocinskiego-w-gdansku-18269,Gdańsk,POMORSKIE,47.3,192,573,True
2020,mathematics,86,019c23d9-e794-7627-b7b8-61c1032c9f2c,SZKOŁA PODSTAWOWA NR 52 IM. TADEUSZA KOŚCIUSZKI W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-52-im-tadeusza-kosciuszki-w-gdansku-15022,Gdańsk,POMORSKIE,47.27,193,573,True
2020,mathematics,87,019c23da-519a-7c2e-8060-0ebab795da65,SZKOŁA PODSTAWOWA NR 86 IM. PROF. JERZEGO SAMPA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-86-im-prof-jerzego-sampa-w-gdansku-17531,Gdańsk,POMORSKIE,47.16,194,573,True
2020,mathematics,88,019c23c2-5021-765c-a5a1-10c9aa4aff6d,SZKOŁA PODSTAWOWA NR 29 IM. JERZEGO PUCKA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-29-im-jerzego-pucka-w-gdansku-5981,Gdańsk,POMORSKIE,46.92,200,573,True
2020,mathematics,89,019c23a3-70f8-75de-8860-8173575c4202,SZKOŁA PODSTAWOWA NR 33 IM. OBROŃCÓW KĘPY OKSYWSKIEJ,gdynia/szkola-podstawowa/szkola-podstawowa-nr-33-im-obroncow-kepy-oksywskiej-4369,Gdynia,POMORSKIE,46.77,201,573,True
2020,mathematics,90,019c23d9-eba5-7de0-b876-e70dfbffee51,SZKOŁA PODSTAWOWA NR 82 IM. PROF. JANA CZOCHRALSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-82-im-prof-jana-czochralskiego-w-gdansku-15135,Gdańsk,POMORSKIE,46.15,207,573,True
2020,mathematics,91,019c23a3-6c25-78e2-83db-aa6e190a852b,SZKOŁA PODSTAWOWA NR 39 IM. KPT Ż. W. KAZIMIERZA JURKIEWICZA,gdynia/szkola-podstawowa/szkola-podstawowa-nr-39-im-kpt-z-w-kazimierza-jurkiewicza-4221,Gdynia,POMORSKIE,45.57,218,573,True
2020,mathematics,92,019c23d9-345c-7ea2-b61b-48027c766a69,SZKOŁA PODSTAWOWA NR 35 Z ODDZIAŁAMI SPORTOWYMI IM. JANA PARANDOWSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-35-z-oddzialami-sportowymi-im-jana-parandowskiego-w-gdansku-10561,Gdańsk,POMORSKIE,45.5,219,573,True
2020,mathematics,93,019c23dc-1811-7223-957c-286dc340975f,ZESPÓŁ KSZTAŁCENIA PODSTAWOWEGO I PRZEDSZKOLNEGO NR 1 W GDAŃSKU - SZKOŁA PODSTAWOWA NR 87,gdansk/szkola-podstawowa/zespol-ksztalcenia-podstawowego-i-przedszkolnego-nr-1-w-gdansku-szkola-podstawowa-nr-87-29329,Gdańsk,POMORSKIE,45.33,223,573,True
2020,mathematics,94,019c23da-47f8-70d9-9ef8-b86e471b170f,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 4 SZKOŁA PODSTAWOWA NR 11 IM. NA BURSZTYNOWYM SZLAKU W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-4-szkola-podstawowa-nr-11-im-na-bursztynowym-szlaku-w-gdansku-17319,Gdańsk,POMORSKIE,44.9,233,573,True
2020,mathematics,95,019c23d9-40b0-79b5-9655-7cab9095c18f,SZKOŁA PODSTAWOWA NR 20 W GDAŃSKU IM. KMDR PPOR. JANA GRUDZIŃSKIEGO,gdansk/szkola-podstawowa/szkola-podstawowa-nr-20-w-gdansku-im-kmdr-ppor-jana-grudzinskiego-10842,Gdańsk,POMORSKIE,43.85,252,573,True
2020,mathematics,96,019c23a3-70c6-7bb5-a755-019f996cf421,SZKOŁA PODSTAWOWA NR 17 IM. WICEADM. JÓZEFA UNRUGA,gdynia/szkola-podstawowa/szkola-podstawowa-nr-17-im-wiceadm-jozefa-unruga-4307,Gdynia,POMORSKIE,43.56,258,573,True
2020,mathematics,97,019c23a3-6c42-73aa-8216-7415b651b210,SZKOŁA PODSTAWOWA NR 6 IM. ANTONIEGO ABRAHAMA,gdynia/szkola-podstawowa/szkola-podstawowa-nr-6-im-antoniego-abrahama-4254,Gdynia,POMORSKIE,42.85,281,573,True
2020,mathematics,98,019c23da-16a7-7bae-bd8f-f15b4d7b4094,SZKOŁA PODSTAWOWA NR 58 IM. KAZIMIERZA SOŁTYSIKA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-58-im-kazimierza-soltysika-w-gdansku-16171,Gdańsk,POMORSKIE,42.33,293,573,True
2020,mathematics,99,019c23a3-6c51-7e63-8e84-358314c7f2f7,SZKOŁA PODSTAWOWA NR 23,gdynia/szkola-podstawowa/szkola-podstawowa-nr-23-4277,Gdynia,POMORSKIE,42.33,293,573,True
2020,mathematics,100,019c23e0-d61a-7512-8943-90c776299544,GDAŃSKA SZKOŁA PODSTAWOWA,gdansk/szkola-podstawowa/gdanska-szkola-podstawowa-81749,Gdańsk,POMORSKIE,41.94,303,573,False
2020,mathematics,101,019c23e6-684c-7a8a-9df3-39367fc0f6da,SZKOŁA PODSTAWOWA NR 67 IM. KAPITANA ŻEGLUGI WIELKIEJ TADEUSZA ZIÓŁKOWSKIEGO,gdansk/szkola-podstawowa/szkola-podstawowa-nr-67-im-kapitana-zeglugi-wielkiej-tadeusza-ziolkowskiego-262208,Gdańsk,POMORSKIE,41.56,310,573,True
2020,mathematics,102,019c23da-431f-7c71-94e8-8342096d9b44,SZKOŁA PODSTAWOWA NR 4 IM. KRÓLA KAZIMIERZA JAGIELLOŃCZYKA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-4-im-krola-kazimierza-jagiellonczyka-w-gdansku-17192,Gdańsk,POMORSKIE,41.03,317,573,True
2020,mathematics,103,019c23da-4cf4-7a92-9517-c95e57d65bf2,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W GDAŃSKU - SZKOŁA PODSTAWOWA NR 18,gdansk/szkola-podstawowa/zespol-szkol-ogolnoksztalcacych-nr-10-im-eugeniusza-kwiatkowskiego-w-gdansku-szkola-podstawowa-nr-18-17430,Gdańsk,POMORSKIE,40.37,334,573,True
2020,mathematics,104,019c23a3-6c55-7725-83c1-8f8655b3fd79,SZKOŁA PODSTAWOWA NR 35 IM. KPT. STANISŁAWA KOSKO,gdynia/szkola-podstawowa/szkola-podstawowa-nr-35-im-kpt-stanislawa-kosko-4284,Gdynia,POMORSKIE,40.31,336,573,True
2020,mathematics,105,019c23d8-b206-7f8a-bf08-fb2a039dbb74,SZKOŁA PODSTAWOWA NR 31 IM. SYNÓW PUŁKU,gdynia/szkola-podstawowa/szkola-podstawowa-nr-31-im-synow-pulku-7112,Gdynia,POMORSKIE,39.64,343,573,True
2020,mathematics,106,019c23e7-2804-7c8c-82a9-e0fdb5ab5be2,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 6 SZKOŁA PODSTAWOWA NR 6 W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-6-szkola-podstawowa-nr-6-w-gdansku-270564,Gdańsk,POMORSKIE,39.17,349,573,True
2020,mathematics,107,019c23a3-70b9-7839-89f4-5c8c3b97c69d,SZKOŁA PODSTAWOWA NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO,gdynia/szkola-podstawowa/szkola-podstawowa-nr-10-im-eugeniusza-kwiatkowskiego-4300,Gdynia,POMORSKIE,38.85,360,573,True
2020,mathematics,108,019c23d9-12c5-7174-806b-5519c4e30380,SZKOŁA PODSTAWOWA NR 56 IM. ANDRZEJA STRUGA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-56-im-andrzeja-struga-w-gdansku-9704,Gdańsk,POMORSKIE,38.33,371,573,True
2020,mathematics,109,019c23da-2000-7339-9fe0-e64502f79156,SZKOŁA PODSTAWOWA NR 88 IM. DANIELA GABRIELA FAHRENHEITA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-88-im-daniela-gabriela-fahrenheita-w-gdansku-16374,Gdańsk,POMORSKIE,38.04,381,573,True
2020,mathematics,110,019c23d9-f91c-7724-b746-258e3d238951,SZKOŁA PODSTAWOWA NR 57 IM. GEN. WŁADYSŁAWA ANDERSA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-57-im-gen-wladyslawa-andersa-w-gdansku-15431,Gdańsk,POMORSKIE,37.56,392,573,True
2020,mathematics,111,019c23d8-fd9d-744e-9f82-5950635e30d5,SZKOŁA PODSTAWOWA NR 40 IM. KPT. LEONIDA TELIGI W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-40-im-kpt-leonida-teligi-w-gdansku-9081,Gdańsk,POMORSKIE,37.3,398,573,True
2020,mathematics,112,019c23da-0a47-79b7-8d48-cb89702169f5,SZKOŁA PODSTAWOWA NR 59 IM. I DYWIZJI PANCERNEJ GEN. STANISŁAWA MACZKA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-59-im-i-dywizji-pancernej-gen-stanislawa-maczka-w-gdansku-15831,Gdańsk,POMORSKIE,36.85,416,573,True
2020,mathematics,113,019c23dc-b40a-798a-ba95-5692bb2959f6,SZKOŁA PODSTAWOWA NR 43 IM. WICEADMIRAŁA KAZIMIERZA PORĘBSKIEGO,gdynia/szkola-podstawowa/szkola-podstawowa-nr-43-im-wiceadmirala-kazimierza-porebskiego-35190,Gdynia,POMORSKIE,36.1,436,573,True
2020,mathematics,114,019c23d9-eba1-7f39-bab8-3a23a758f192,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 7 SZKOŁA PODSTAWOWA NR 55 IM. JANA HEWELIUSZA W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-7-szkola-podstawowa-nr-55-im-jana-heweliusza-w-gdansku-15122,Gdańsk,POMORSKIE,35.68,439,573,True
2020,mathematics,115,019c23da-ae03-724a-85aa-1dc846c7c42b,SZKOŁA PODSTAWOWA NR 65 IM. ALFA LICZMAŃSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-65-im-alfa-liczmanskiego-w-gdansku-19820,Gdańsk,POMORSKIE,33.45,475,573,True
2020,mathematics,116,019c23da-4cec-7562-b8d2-47abc21f2b67,SZKOŁA PODSTAWOWA NR 69 IM GENERAŁA STANISŁAWA SOSABOWSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-69-im-generala-stanislawa-sosabowskiego-w-gdansku-17410,Gdańsk,POMORSKIE,33.14,480,573,True
2020,mathematics,117,019c23da-9c15-72ac-ab7f-c6b1a8a99cd9,SZKOŁA PODSTAWOWA NR 83 IM. ŻOŁNIERZY Z WESTERPLATTE W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-83-im-zolnierzy-z-westerplatte-w-gdansku-19432,Gdańsk,POMORSKIE,32.16,498,573,True
2020,mathematics,118,019c23da-282c-7c40-8042-3e6d22bcad3e,SZKOŁA PODSTAWOWA NR 62 W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-62-w-gdansku-16641,Gdańsk,POMORSKIE,31.58,503,573,True
2020,mathematics,119,019c23da-2801-7317-a118-0261767bd083,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 11- SZKOŁA PODSTAWOWA NR 61 IM. JÓZEFA WYBICKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-11-szkola-podstawowa-nr-61-im-jozefa-wybickiego-w-gdansku-16564,Gdańsk,POMORSKIE,31.45,506,573,True
2020,mathematics,120,019c23d9-f4a4-71d1-8578-220dc18ef7eb,SZKOŁA PODSTAWOWA NR 60 W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-60-w-gdansku-15253,Gdańsk,POMORSKIE,30,520,573,True
2020,mathematics,121,019c23d9-4d0e-782d-8261-01f1fb99f1ce,SZKOŁA PODSTAWOWA NR 49 IM. KS. BRONISŁAWA KOMOROWSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-49-im-ks-bronislawa-komorowskiego-w-gdansku-11179,Gdańsk,POMORSKIE,28.78,537,573,True
2020,mathematics,122,019c23d9-2b49-7cd5-adb2-cca317fb715b,SZKOŁA PODSTAWOWA NR 16 IM. WŁADYSŁAWA BRONIEWSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-16-im-wladyslawa-broniewskiego-w-gdansku-10294,Gdańsk,POMORSKIE,28.53,540,573,True
2020,mathematics,123,019c23d9-1ebc-7f7f-8e28-6fd73a5690e0,SZKOŁA PODSTAWOWA NR 21 IM. KPT. Ż. W. OLGIERDA BORCHARDTA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-21-im-kpt-z-w-olgierda-borchardta-w-gdansku-10067,Gdańsk,POMORSKIE,27.04,546,573,True
2020,mathematics,124,019c23e6-3628-785b-a4dc-cc72df55f50b,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 6 SZKOŁA PODSTAWOWA MISTRZOSTWA SPORTOWEGO NR 94 IM. HANZY W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkol-ogolnoksztalcacych-nr-6-szkola-podstawowa-mistrzostwa-sportowego-nr-94-im-hanzy-w-gdansku-133139,Gdańsk,POMORSKIE,25.67,551,573,True
2020,mathematics,125,019c23dc-d556-7fff-be9c-9054842b9126,SZKOŁA PODSTAWOWA SPECJALNA NR 28,gdansk/szkola-podstawowa/szkola-podstawowa-specjalna-nr-28-39066,Gdańsk,POMORSKIE,16,569,573,True
2021,mathematics,1,019c23e1-616e-74f1-adca-e1dedbc7bfcc,GDAŃSKIE SZKOŁY AUTONOMICZNE GDAŃSKA AUTONOMICZNA SZKOŁA PODSTAWOWA,gdansk/szkola-podstawowa/gdanskie-szkoly-autonomiczne-gdanska-autonomiczna-szkola-podstawowa-85999,Gdańsk,POMORSKIE,88.37,1,565,False
2021,mathematics,2,019c23dd-3a9e-7e6f-80ef-4d360046bc2a,"PODSTAWOWA SZKOŁA SPOŁECZNA ""NIEDŹWIEDNIK""",gdansk/szkola-podstawowa/podstawowa-szkola-spoleczna-niedzwiednik-43412,Gdańsk,POMORSKIE,87.14,2,565,False
2021,mathematics,3,019c23e1-7546-7a86-9791-e2c8d2fa541c,III SPOŁECZNA SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,gdansk/szkola-podstawowa/iii-spoleczna-szkola-podstawowa-spolecznego-towarzystwa-oswiatowego-86458,Gdańsk,POMORSKIE,85.88,4,565,False
2021,mathematics,4,019c23e2-10a9-7973-9adf-79949fc7bf33,AMERYKAŃSKA SZKOŁA PODSTAWOWA Z WYKŁADOWYM JĘZYKIEM ANGIELSKIM,gdynia/szkola-podstawowa/amerykanska-szkola-podstawowa-z-wykladowym-jezykiem-angielskim-90298,Gdynia,POMORSKIE,85.75,5,565,False
2021,mathematics,5,019c23e1-7027-749c-bb81-1e9b35e222db,SZKOŁA PODSTAWOWA IM. ŚW. JANA DE LA SALLE,gdansk/szkola-podstawowa/szkola-podstawowa-im-sw-jana-de-la-salle-86264,Gdańsk,POMORSKIE,81.82,7,565,False
2021,mathematics,6,019c23df-42af-7f75-a61d-e7cab4b0088e,"NIEPUBLICZNA SZKOŁA PODSTAWOWA ""SOKRATES""",gdansk/szkola-podstawowa/niepubliczna-szkola-podstawowa-sokrates-66309,Gdańsk,POMORSKIE,80.42,9,565,False
2021,mathematics,7,019c23e6-8743-7bcc-93e1-e404525427ad,KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W GDYNI,gdynia/szkola-podstawowa/katolicka-szkola-podstawowa-im-sw-jana-pawla-ii-w-gdyni-263021,Gdynia,POMORSKIE,79.41,10,565,True
2021,mathematics,8,019c23e1-702a-7a7b-ac88-3904f32de525,KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. KAZIMIERZA W GDAŃSKU,gdansk/szkola-podstawowa/katolicka-szkola-podstawowa-im-sw-kazimierza-w-gdansku-86270,Gdańsk,POMORSKIE,79.33,11,565,False
2021,mathematics,9,019c23e1-6bad-7a57-91d1-e87f5608fb63,I SPOŁECZNA SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,gdansk/szkola-podstawowa/i-spoleczna-szkola-podstawowa-spolecznego-towarzystwa-oswiatowego-86148,Gdańsk,POMORSKIE,76.94,12,565,False
2021,mathematics,10,019c23e0-a250-77d3-9f40-51c0eb31bc45,NOWY ŚWIAT NIEPUBLICZNA SZKOŁA PODSTAWOWA,gdansk/szkola-podstawowa/nowy-swiat-niepubliczna-szkola-podstawowa-80448,Gdańsk,POMORSKIE,76.76,13,565,False
2021,mathematics,11,019c23a3-7a25-7a48-9035-f6ee0586e79e,SZKOŁA PODSTAWOWA NR 18 IM. KORNELA MAKUSZYŃSKIEGO,gdynia/szkola-podstawowa/szkola-podstawowa-nr-18-im-kornela-makuszynskiego-4563,Gdynia,POMORSKIE,74.55,14,565,True
2021,mathematics,12,019c23e6-44e2-71ff-9942-036eed85be55,SZKOŁA PODSTAWOWA JEZUITÓW Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. ŚW. STANISŁAWA KOSTKI W GDYNI,gdynia/szkola-podstawowa/szkola-podstawowa-jezuitow-z-oddzialami-dwujezycznymi-im-sw-stanislawa-kostki-w-gdyni-133486,Gdynia,POMORSKIE,74.2,15,565,False
2021,mathematics,13,019c23d9-1e9b-77ef-b38a-df73b6885e86,GDAŃSKA SZKOŁA SZERMIERKI - SZKOŁA PODSTAWOWA NR 70 Z ODDZIAŁAMI SPORTOWYMI W GDAŃSKU,gdansk/szkola-podstawowa/gdanska-szkola-szermierki-szkola-podstawowa-nr-70-z-oddzialami-sportowymi-w-gdansku-9987,Gdańsk,POMORSKIE,72.79,22,565,True
2021,mathematics,14,019c23a3-638e-77f5-a650-11ec5780f3a1,SZKOŁA PODSTAWOWA NR 20 IM. 2 MORSKIEGO PUŁKU STRZELCÓW,gdynia/szkola-podstawowa/szkola-podstawowa-nr-20-im-2-morskiego-pulku-strzelcow-4053,Gdynia,POMORSKIE,72,23,565,True
2021,mathematics,15,019c23df-0382-744f-9214-164cfe6ca861,KATOLICKA SZKOŁA PODSTAWOWA IM ŚW. RODZINY W GDYNI,gdynia/szkola-podstawowa/katolicka-szkola-podstawowa-im-sw-rodziny-w-gdyni-62306,Gdynia,POMORSKIE,71.5,24,565,True
2021,mathematics,16,019c23e1-6b8c-747d-b86a-71d4163a5729,II SPOŁECZNA SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,gdansk/szkola-podstawowa/ii-spoleczna-szkola-podstawowa-spolecznego-towarzystwa-oswiatowego-86125,Gdańsk,POMORSKIE,71.43,25,565,False
2021,mathematics,17,019c23e6-684d-706a-997d-2aa66781268f,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2 SZKOŁA PODSTAWOWA NR 33 IM. STEFANA BANACHA W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkol-ogolnoksztalcacych-nr-2-szkola-podstawowa-nr-33-im-stefana-banacha-w-gdansku-262215,Gdańsk,POMORSKIE,70.69,27,565,True
