year,subject,position,school_id,school_name,slug,city,voivodeship,score,voivodeship_position,voivodeship_total,is_public
2019,overall,1,019c23e1-616e-74f1-adca-e1dedbc7bfcc,GDAŃSKIE SZKOŁY AUTONOMICZNE GDAŃSKA AUTONOMICZNA SZKOŁA PODSTAWOWA,gdansk/szkola-podstawowa/gdanskie-szkoly-autonomiczne-gdanska-autonomiczna-szkola-podstawowa-85999,Gdańsk,POMORSKIE,89.58,1,565,False
2019,overall,2,019c23e2-10a9-7973-9adf-79949fc7bf33,AMERYKAŃSKA SZKOŁA PODSTAWOWA Z WYKŁADOWYM JĘZYKIEM ANGIELSKIM,gdynia/szkola-podstawowa/amerykanska-szkola-podstawowa-z-wykladowym-jezykiem-angielskim-90298,Gdynia,POMORSKIE,87.5,3,565,False
2019,overall,3,019c23c2-5015-788a-b0d6-d50600a116f4,PIERWSZA SZKOŁA SPOŁECZNA PODSTAWOWA IM.DZIECI ZJEDNOCZONEJ EUROPY,gdynia/szkola-podstawowa/pierwsza-szkola-spoleczna-podstawowa-im-dzieci-zjednoczonej-europy-5959,Gdynia,POMORSKIE,86.94,4,565,False
2019,overall,4,019c23e1-7546-7a86-9791-e2c8d2fa541c,III SPOŁECZNA SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,gdansk/szkola-podstawowa/iii-spoleczna-szkola-podstawowa-spolecznego-towarzystwa-oswiatowego-86458,Gdańsk,POMORSKIE,85.95,5,565,False
2019,overall,5,019c23dd-3a9e-7e6f-80ef-4d360046bc2a,"PODSTAWOWA SZKOŁA SPOŁECZNA ""NIEDŹWIEDNIK""",gdansk/szkola-podstawowa/podstawowa-szkola-spoleczna-niedzwiednik-43412,Gdańsk,POMORSKIE,85.59,6,565,False
2019,overall,6,019c23e1-6b8c-747d-b86a-71d4163a5729,II SPOŁECZNA SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,gdansk/szkola-podstawowa/ii-spoleczna-szkola-podstawowa-spolecznego-towarzystwa-oswiatowego-86125,Gdańsk,POMORSKIE,85.35,7,565,False
2019,overall,7,019c23df-42af-7f75-a61d-e7cab4b0088e,"NIEPUBLICZNA SZKOŁA PODSTAWOWA ""SOKRATES""",gdansk/szkola-podstawowa/niepubliczna-szkola-podstawowa-sokrates-66309,Gdańsk,POMORSKIE,84.81,9,565,False
2019,overall,8,019c23e1-702a-7a7b-ac88-3904f32de525,KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. KAZIMIERZA W GDAŃSKU,gdansk/szkola-podstawowa/katolicka-szkola-podstawowa-im-sw-kazimierza-w-gdansku-86270,Gdańsk,POMORSKIE,84.17,10,565,False
2019,overall,9,019c23e1-7027-749c-bb81-1e9b35e222db,SZKOŁA PODSTAWOWA IM. ŚW. JANA DE LA SALLE,gdansk/szkola-podstawowa/szkola-podstawowa-im-sw-jana-de-la-salle-86264,Gdańsk,POMORSKIE,82.78,11,565,False
2019,overall,10,019c23e1-6bad-7a57-91d1-e87f5608fb63,I SPOŁECZNA SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,gdansk/szkola-podstawowa/i-spoleczna-szkola-podstawowa-spolecznego-towarzystwa-oswiatowego-86148,Gdańsk,POMORSKIE,81.81,13,565,False
2019,overall,11,019c23e6-8232-73bf-b6e1-7a35421bad2a,GDAŃSKA SZKOŁA PODSTAWOWA LINGWISTA IM. HYMNU NARODOWEGO,gdansk/szkola-podstawowa/gdanska-szkola-podstawowa-lingwista-im-hymnu-narodowego-262904,Gdańsk,POMORSKIE,81.72,14,565,False
2019,overall,12,019c23e6-8743-7bcc-93e1-e404525427ad,KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W GDYNI,gdynia/szkola-podstawowa/katolicka-szkola-podstawowa-im-sw-jana-pawla-ii-w-gdyni-263021,Gdynia,POMORSKIE,80.96,18,565,True
2019,overall,13,019c23df-0382-744f-9214-164cfe6ca861,KATOLICKA SZKOŁA PODSTAWOWA IM ŚW. RODZINY W GDYNI,gdynia/szkola-podstawowa/katolicka-szkola-podstawowa-im-sw-rodziny-w-gdyni-62306,Gdynia,POMORSKIE,80.6,20,565,True
2019,overall,14,019c23a3-7a25-7a48-9035-f6ee0586e79e,SZKOŁA PODSTAWOWA NR 18 IM. KORNELA MAKUSZYŃSKIEGO,gdynia/szkola-podstawowa/szkola-podstawowa-nr-18-im-kornela-makuszynskiego-4563,Gdynia,POMORSKIE,79.81,22,565,True
2019,overall,15,019c23e0-a250-77d3-9f40-51c0eb31bc45,NOWY ŚWIAT NIEPUBLICZNA SZKOŁA PODSTAWOWA,gdansk/szkola-podstawowa/nowy-swiat-niepubliczna-szkola-podstawowa-80448,Gdańsk,POMORSKIE,78.96,23,565,False
2019,overall,16,019c23e6-44e2-71ff-9942-036eed85be55,SZKOŁA PODSTAWOWA JEZUITÓW Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. ŚW. STANISŁAWA KOSTKI W GDYNI,gdynia/szkola-podstawowa/szkola-podstawowa-jezuitow-z-oddzialami-dwujezycznymi-im-sw-stanislawa-kostki-w-gdyni-133486,Gdynia,POMORSKIE,78.13,24,565,False
2019,overall,17,019c23e6-684d-706a-997d-2aa66781268f,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2 SZKOŁA PODSTAWOWA NR 33 IM. STEFANA BANACHA W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkol-ogolnoksztalcacych-nr-2-szkola-podstawowa-nr-33-im-stefana-banacha-w-gdansku-262215,Gdańsk,POMORSKIE,77.86,25,565,True
2019,overall,18,019c23dc-4f7e-7b00-893f-76a6c05182cb,"""FREGATA"" SZKOŁA PODSTAWOWA DLA CHŁOPCÓW",gdansk/szkola-podstawowa/fregata-szkola-podstawowa-dla-chlopcow-30613,Gdańsk,POMORSKIE,76.58,26,565,False
2019,overall,19,019c23d9-40aa-7f43-9c99-6ba57bfa4d05,"PRYWATNA SZKOŁA PODSTAWOWA ""LIBER""",gdynia/szkola-podstawowa/prywatna-szkola-podstawowa-liber-10829,Gdynia,POMORSKIE,76.28,28,565,False
2019,overall,20,019c23e2-287c-7ccd-8fc1-96afe989471e,GDYŃSKA SZKOŁA SPOŁECZNA,gdynia/szkola-podstawowa/gdynska-szkola-spoleczna-90963,Gdynia,POMORSKIE,75.4,30,565,False
2019,overall,21,019c23a3-638e-77f5-a650-11ec5780f3a1,SZKOŁA PODSTAWOWA NR 20 IM. 2 MORSKIEGO PUŁKU STRZELCÓW,gdynia/szkola-podstawowa/szkola-podstawowa-nr-20-im-2-morskiego-pulku-strzelcow-4053,Gdynia,POMORSKIE,75.21,32,565,True
2019,overall,22,019c23df-42b0-741e-a372-78fd58048094,"GDAŃSKA SZKOŁA PODSTAWOWA ""LINGWISTA"" IM. ZJEDNOCZONEJ EUROPY",gdansk/szkola-podstawowa/gdanska-szkola-podstawowa-lingwista-im-zjednoczonej-europy-66313,Gdańsk,POMORSKIE,73.15,34,565,False
2019,overall,23,019c23e6-822b-71e3-aeb7-37bd77f77703,NIEPUBLICZNA SZKOŁA PODSTAWOWA THINKING ZONE W GDAŃSKU,gdansk/szkola-podstawowa/niepubliczna-szkola-podstawowa-thinking-zone-w-gdansku-262876,Gdańsk,POMORSKIE,73.11,35,565,False
2019,overall,24,019c23e4-e46e-77cd-9898-1265e6b8e72a,"SZKOŁA PODSTAWOWA TOWARZYSTWA EDUKACYJNEGO ""VIZJA""",gdansk/szkola-podstawowa/szkola-podstawowa-towarzystwa-edukacyjnego-vizja-125174,Gdańsk,POMORSKIE,72.59,37,565,False
2019,overall,25,019c23d9-eba1-7f39-bab8-3a23a9c4095f,SZKOŁA PODSTAWOWA NR 1 IM. MARIUSZA ZARUSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-1-im-mariusza-zaruskiego-w-gdansku-15124,Gdańsk,POMORSKIE,72.51,39,565,True
2019,overall,26,019c23d9-3461-76c2-9659-24047f985f67,SZKOŁA PODSTAWOWA NR 89 IM. TADEUSZA MAZOWIECKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-89-im-tadeusza-mazowieckiego-w-gdansku-10576,Gdańsk,POMORSKIE,72.11,42,565,True
2019,overall,27,019c23d9-da46-7c1b-9c39-986de2e79ab4,SZKOŁA PODSTAWOWA NR 50 IM. E.PLATER W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-50-im-e-plater-w-gdansku-14699,Gdańsk,POMORSKIE,71.98,43,565,True
2019,overall,28,019c23d9-5991-7ce9-bb1e-4e647aaddc8a,SZKOŁA PODSTAWOWA NR 48 IM. PROFESORA KAZIMIERZA DEMELA,gdynia/szkola-podstawowa/szkola-podstawowa-nr-48-im-profesora-kazimierza-demela-11470,Gdynia,POMORSKIE,71.94,44,565,True
2019,overall,29,019c23d9-3446-7a8e-ab24-a3631d3f5f55,SZKOŁA PODSTAWOWA NR 17 IM. HETMANA STEFANA CZARNIECKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-17-im-hetmana-stefana-czarnieckiego-w-gdansku-10509,Gdańsk,POMORSKIE,71.68,45,565,True
2019,overall,30,019c23dd-003a-7b91-bef7-d4aa330ccd8f,PODSTAWOWA SZKOŁA GEDANENSIS,gdansk/szkola-podstawowa/podstawowa-szkola-gedanensis-41069,Gdańsk,POMORSKIE,71.5,46,565,False
2019,overall,31,019c23da-df6d-70fb-a550-320356e362db,SZKOŁA PODSTAWOWA NR 81 W GDAŃSKU IM. PROF. MICHAŁA SIEDLECKIEGO,gdansk/szkola-podstawowa/szkola-podstawowa-nr-81-w-gdansku-im-prof-michala-siedleckiego-21025,Gdańsk,POMORSKIE,70.86,48,565,True
2019,overall,32,019c23d8-ecbd-7091-915f-8b6001e8b49b,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 10 - SZKOŁA PODSTAWOWA NR 80 IM. BUDOWNICZYCH PORTU PÓŁNOCNEGO W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-10-szkola-podstawowa-nr-80-im-budowniczych-portu-polnocnego-w-gdansku-8641,Gdańsk,POMORSKIE,70.66,49,565,True
2019,overall,33,019c23d8-e47c-7508-876a-98d51336b614,SZKOŁA PODSTAWOWA NR 8 IM. OBROŃCÓW HELU,gdynia/szkola-podstawowa/szkola-podstawowa-nr-8-im-obroncow-helu-8469,Gdynia,POMORSKIE,69.66,53,565,True
2019,overall,34,019c23a3-7a00-7af2-af5c-a2ea233a5be0,SZKOŁA PODSTAWOWA NR 28 IM. LOTNIKÓW POLSKICH,gdynia/szkola-podstawowa/szkola-podstawowa-nr-28-im-lotnikow-polskich-4529,Gdynia,POMORSKIE,69.48,55,565,True
2019,overall,35,019c23e6-6335-7afe-bf27-af1cd30a158a,SZKOŁA PODSTAWOWA NR 51 W GDYNI,gdynia/szkola-podstawowa/szkola-podstawowa-nr-51-w-gdyni-196334,Gdynia,POMORSKIE,69.41,56,565,True
2019,overall,36,019c23e4-b360-786c-ac20-381ed98490bd,POZYTYWNA SZKOŁA PODSTAWOWA IM. ARKADIUSZA ARAMA RYBICKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/pozytywna-szkola-podstawowa-im-arkadiusza-arama-rybickiego-w-gdansku-124084,Gdańsk,POMORSKIE,69.28,57,565,True
2019,overall,37,019c23d9-2ff9-7558-b408-a671ea287fd4,SZKOŁA PODSTAWOWA NR 77 W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-77-w-gdansku-10388,Gdańsk,POMORSKIE,69.11,58,565,True
2019,overall,38,019c23da-1b7c-792c-a0a7-e530093145c9,SZKOŁA PODSTAWOWA NR 19 IM. ZASŁUŻONYCH LUDZI MORZA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-19-im-zasluzonych-ludzi-morza-w-gdansku-16227,Gdańsk,POMORSKIE,68.98,60,565,True
2019,overall,39,019c23d8-c6bd-799e-9b80-d85cac1026bb,SZKOŁA PODSTAWOWA NR 46,gdynia/szkola-podstawowa/szkola-podstawowa-nr-46-7669,Gdynia,POMORSKIE,68.17,63,565,True
2019,overall,40,019c23a3-75b0-7d7e-86dd-3343db3b43a5,SZKOŁA PODSTAWOWA NR 34 Z ODDZIAŁAMI INTEGRACYJNYMI IM. LEONIDA TELIGI,gdynia/szkola-podstawowa/szkola-podstawowa-nr-34-z-oddzialami-integracyjnymi-im-leonida-teligi-4419,Gdynia,POMORSKIE,68.14,64,565,True
2019,overall,41,019c23d9-0a68-79f6-a021-c13fdb35a980,SZKOŁA PODSTAWOWA NR 44 IM. ADAMA MICKIEWICZA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-44-im-adama-mickiewicza-w-gdansku-9480,Gdańsk,POMORSKIE,67.86,65,565,True
2019,overall,42,019c23a3-70d2-7755-a470-e426e5a2be3f,SZKOŁA PODSTAWOWA NR 26 IM. ŻOŁNIERZY ARMII KRAJOWEJ,gdynia/szkola-podstawowa/szkola-podstawowa-nr-26-im-zolnierzy-armii-krajowej-4319,Gdynia,POMORSKIE,67.22,66,565,True
2019,overall,43,019c23d8-cacd-7a17-93b6-39278ecb5275,SZKOŁA PODSTAWOWA NR 47 IM FRANCISZKI CEGIELSKIEJ,gdynia/szkola-podstawowa/szkola-podstawowa-nr-47-im-franciszki-cegielskiej-7747,Gdynia,POMORSKIE,67.1,67,565,True
2019,overall,44,019c23d8-e07a-727a-8b07-778131cb9584,SZKOŁA PODSTAWOWA NR 23 IM.DZIECI ŚWIATA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-23-im-dzieci-swiata-w-gdansku-8315,Gdańsk,POMORSKIE,67.09,68,565,True
2019,overall,45,019c23dc-d559-74be-95fd-718e8de6e0c7,SZKOŁA PODSTAWOWA NR 48 IM. GEN. JÓZEFA HALLERA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-48-im-gen-jozefa-hallera-w-gdansku-39070,Gdańsk,POMORSKIE,66.92,69,565,True
2019,overall,46,019c23a3-70d7-774d-af73-159690741af8,SZKOŁA PODSTAWOWA NR 16 IM. ORŁA BIAŁEGO,gdynia/szkola-podstawowa/szkola-podstawowa-nr-16-im-orla-bialego-4324,Gdynia,POMORSKIE,66.79,72,565,True
2019,overall,47,019c23d9-1e9b-77ef-b38a-df73b6885e86,GDAŃSKA SZKOŁA SZERMIERKI - SZKOŁA PODSTAWOWA NR 70 Z ODDZIAŁAMI SPORTOWYMI W GDAŃSKU,gdansk/szkola-podstawowa/gdanska-szkola-szermierki-szkola-podstawowa-nr-70-z-oddzialami-sportowymi-w-gdansku-9987,Gdańsk,POMORSKIE,66.71,73,565,True
2019,overall,48,019c23da-e3d0-7afd-9493-64c60b0c3411,SPORTOWA SZKOŁA PODSTAWOWA NR 14 IM. JÓZEFA WYBICKIEGO,gdynia/szkola-podstawowa/sportowa-szkola-podstawowa-nr-14-im-jozefa-wybickiego-21126,Gdynia,POMORSKIE,66.32,74,565,True
2019,overall,49,019c23d8-c6c3-7bb7-8e43-445c8d4a0b6a,SZKOŁA PODSTAWOWA NR 27 IM. DZIECI ZJEDNOCZONEJ EUROPY W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-27-im-dzieci-zjednoczonej-europy-w-gdansku-7678,Gdańsk,POMORSKIE,66.27,75,565,True
2019,overall,50,019c23d8-e07d-76cb-9b5e-85b1a751670d,SZKOŁA PODSTAWOWA NR 79 W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-79-w-gdansku-8320,Gdańsk,POMORSKIE,66.14,76,565,True
2019,overall,51,019c23e4-353d-7512-9435-8d4aefd8c29a,CHRZEŚCIJAŃSKA SZKOŁA MONTESSORI,gdansk/szkola-podstawowa/chrzescijanska-szkola-montessori-120645,Gdańsk,POMORSKIE,65.83,78,565,False
2019,overall,52,019c23d9-eba5-7de0-b876-e70dfbffee51,SZKOŁA PODSTAWOWA NR 82 IM. PROF. JANA CZOCHRALSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-82-im-prof-jana-czochralskiego-w-gdansku-15135,Gdańsk,POMORSKIE,65.23,83,565,True
2019,overall,53,019c23d9-2b63-75d2-adec-34a0b4117138,SZKOŁA PODSTAWOWA NR 47 IM. KASZUBSKIEJ BRYGADY WOP W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-47-im-kaszubskiej-brygady-wop-w-gdansku-10347,Gdańsk,POMORSKIE,64.63,84,565,True
2019,overall,54,019c23da-3e61-71e4-b691-c712f00f4e4e,SZKOŁA PODSTAWOWA NR 38 IM. GEN. STANISŁAWA MACZKA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-38-im-gen-stanislawa-maczka-w-gdansku-17066,Gdańsk,POMORSKIE,64.61,85,565,True
2019,overall,55,019c23d8-a4ff-73a3-b479-b9299e17310f,SZKOŁA PODSTAWOWA NR 42 IM. KRÓLOWEJ JADWIGI,gdynia/szkola-podstawowa/szkola-podstawowa-nr-42-im-krolowej-jadwigi-6783,Gdynia,POMORSKIE,63.97,88,565,True
2019,overall,56,019c23d9-553e-73e4-9ace-31fd26aede63,SZKOŁA PODSTAWOWA NR 2 Z ODDZIAŁAMI SPORTOWYMI IM. ARMII KRAJOWEJ W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-2-z-oddzialami-sportowymi-im-armii-krajowej-w-gdansku-11368,Gdańsk,POMORSKIE,63.87,90,565,True
2019,overall,57,019c23c2-3f92-75cb-905d-13b1f3eabd7d,SZKOŁA PODSTAWOWA NR 13 IM. LUCJANA CYLKOWSKIEGO,gdynia/szkola-podstawowa/szkola-podstawowa-nr-13-im-lucjana-cylkowskiego-5534,Gdynia,POMORSKIE,63.86,91,565,True
2019,overall,58,019c23a3-70c6-7bb5-a755-019f996cf421,SZKOŁA PODSTAWOWA NR 17 IM. WICEADM. JÓZEFA UNRUGA,gdynia/szkola-podstawowa/szkola-podstawowa-nr-17-im-wiceadm-jozefa-unruga-4307,Gdynia,POMORSKIE,63.76,92,565,True
2019,overall,59,019c23da-4809-7922-8ead-161d0e3c157b,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 5 SZKOŁA PODSTAWOWA NR 92 IM. KARD. STEFANA WYSZYŃSKIEGO PRYMASA TYSIĄCLECIA W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-5-szkola-podstawowa-nr-92-im-kard-stefana-wyszynskiego-prymasa-tysiaclecia-w-gdansku-17348,Gdańsk,POMORSKIE,63.71,93,565,True
2019,overall,60,019c23da-c063-757a-ada4-fa8901bb4825,SZKOŁA PODSTAWOWA NR 85 IM. ZRZESZENIA KASZUBSKO-POMORSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-85-im-zrzeszenia-kaszubsko-pomorskiego-w-gdansku-20267,Gdańsk,POMORSKIE,63.57,94,565,True
2019,overall,61,019c23da-519a-7c2e-8060-0ebab795da65,SZKOŁA PODSTAWOWA NR 86 IM. PROF. JERZEGO SAMPA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-86-im-prof-jerzego-sampa-w-gdansku-17531,Gdańsk,POMORSKIE,63.13,98,565,True
2019,overall,62,019c23e6-684d-706a-997d-2aa666099a4c,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 7 SZKOŁA PODSTAWOWA NR 3 IM. JANA PAWŁA II W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkol-ogolnoksztalcacych-nr-7-szkola-podstawowa-nr-3-im-jana-pawla-ii-w-gdansku-262214,Gdańsk,POMORSKIE,63.07,99,565,True
2019,overall,63,019c23d9-22dc-76f3-9e2a-664f7586c774,SZKOŁA PODSTAWOWA NR 45 IM. BOHATERÓW WESTERPLATTE W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-45-im-bohaterow-westerplatte-w-gdansku-10166,Gdańsk,POMORSKIE,62.46,101,565,True
2019,overall,64,019c23e5-2a6a-73ce-975e-592aeded4b87,SZKOŁA PODSTAWOWA AKADEMII DOBREJ EDUKACJI IM. MACIEJA PŁAŻYŃSKIEGO,gdansk/szkola-podstawowa/szkola-podstawowa-akademii-dobrej-edukacji-im-macieja-plazynskiego-126944,Gdańsk,POMORSKIE,62.42,102,565,False
2019,overall,65,019c23d8-d727-7bf3-b3fe-24b3ada1fc95,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 8 SZKOŁA PODSTAWOWA NR 8 W GDAŃSKU IM. PRZYJACIÓŁ ZIEMI,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-8-szkola-podstawowa-nr-8-w-gdansku-im-przyjaciol-ziemi-8060,Gdańsk,POMORSKIE,61.74,105,565,True
2019,overall,66,019c23d9-0ec4-7c18-aff6-30bef43c1c8a,SZKOŁA PODSTAWOWA NR 39 IM. WOJSKA POLSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-39-im-wojska-polskiego-w-gdansku-9587,Gdańsk,POMORSKIE,61.63,107,565,True
2019,overall,67,019c23d8-a52a-7a3a-8268-ef536be69d0e,SZKOŁA PODSTAWOWA NR 12,gdynia/szkola-podstawowa/szkola-podstawowa-nr-12-6850,Gdynia,POMORSKIE,61.3,111,565,True
2019,overall,68,019c23da-6f03-7a2c-aca0-ea29a1b765a7,ZESPÓŁ SZKÓŁ SPORTOWYCH I MISTRZOSTWA SPORTOWEGO IM. JANUSZA KUSOCIŃSKIEGO SPORTOWA SZKOŁA PODSTAWOWA NR 75 Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO IM. JANUSZA KUSOCIŃSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkol-sportowych-i-mistrzostwa-sportowego-im-janusza-kusocinskiego-sportowa-szkola-podstawowa-nr-75-z-oddzialami-mistrzostwa-sportowego-im-janusza-kusocinskiego-w-gdansku-18269,Gdańsk,POMORSKIE,61.18,112,565,True
2019,overall,69,019c23e6-051e-7701-88cc-d1057025f38f,MORSKA SZKOŁA PODSTAWOWA IM. ALEKSANDRA DOBY W GDAŃSKU,gdansk/szkola-podstawowa/morska-szkola-podstawowa-im-aleksandra-doby-w-gdansku-131786,Gdańsk,POMORSKIE,61.1,113,565,True
2019,overall,70,019c23d9-0619-720a-93a6-8edb2759c6b2,SZKOŁA PODSTAWOWA NR 14 IM. KS. GRZEGORZA PIRAMOWICZA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-14-im-ks-grzegorza-piramowicza-w-gdansku-9378,Gdańsk,POMORSKIE,61.01,114,565,True
2019,overall,71,019c23d9-eba2-7f0f-b37d-bc2daa935d0b,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 8 W GDAŃSKU - SZKOŁA PODSTAWOWA NR 5 IM. JANA PAWŁA II,gdansk/szkola-podstawowa/zespol-szkol-ogolnoksztalcacych-nr-8-w-gdansku-szkola-podstawowa-nr-5-im-jana-pawla-ii-15126,Gdańsk,POMORSKIE,60.51,121,565,True
2019,overall,72,019c23a3-75e9-7347-bd1d-1b2cbe30a2e8,SZKOŁA PODSTAWOWA NR 37 IM. OBROŃCÓW KĘPY OKSYWSKIEJ,gdynia/szkola-podstawowa/szkola-podstawowa-nr-37-im-obroncow-kepy-oksywskiej-4482,Gdynia,POMORSKIE,60.36,122,565,True
2019,overall,73,019c23da-ce21-7983-91bc-81d75501e8ec,SZKOŁA PODSTAWOWA NR 84 IM. JANA BRZECHWY W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-84-im-jana-brzechwy-w-gdansku-20599,Gdańsk,POMORSKIE,60.08,123,565,True
2019,overall,74,019c23e6-684b-7419-81fe-0a53b548460f,SZKOŁA PODSTAWOWA NR 43 IM. JANA KOCHANOWSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-43-im-jana-kochanowskiego-w-gdansku-262207,Gdańsk,POMORSKIE,60.07,124,565,True
2019,overall,75,019c23d8-e470-7b69-baa6-781b51f124ca,SZKOŁA PODSTAWOWA NR 12 IM. PRZYJACIÓŁ GDAŃSKA,gdansk/szkola-podstawowa/szkola-podstawowa-nr-12-im-przyjaciol-gdanska-8438,Gdańsk,POMORSKIE,59.89,129,565,True
2019,overall,76,019c23dd-35b0-701e-8d37-e6dba044228e,SZKOŁA PODSTAWOWA NR 40 IM. KPT. Ż. W. K. O. BORCHARDTA W GDYNI,gdynia/szkola-podstawowa/szkola-podstawowa-nr-40-im-kpt-z-w-k-o-borchardta-w-gdyni-42897,Gdynia,POMORSKIE,59.17,137,565,True
2019,overall,77,019c23c2-5021-765c-a5a1-10c9aa4aff6d,SZKOŁA PODSTAWOWA NR 29 IM. JERZEGO PUCKA W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-29-im-jerzego-pucka-w-gdansku-5981,Gdańsk,POMORSKIE,59.02,139,565,True
2019,overall,78,019c23d8-a94f-7be1-9898-adc01a806e7d,SZKOŁA PODSTAWOWA NR 11 IM. BOHATERÓW ZAŁOGI ORP GROM,gdynia/szkola-podstawowa/szkola-podstawowa-nr-11-im-bohaterow-zalogi-orp-grom-6970,Gdynia,POMORSKIE,58.74,142,565,True
2019,overall,79,019c23d9-4902-7358-8dc6-56f76bc75175,SZKOŁA PODSTAWOWA NR 46 W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-46-w-gdansku-11134,Gdańsk,POMORSKIE,58.7,143,565,True
2019,overall,80,019c23d8-fd9e-761e-b612-0e8e151bc223,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 2 -SZKOŁA PODSTAWOWA NR 42 IM. IGNACEGO JANA PADEREWSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-2-szkola-podstawowa-nr-42-im-ignacego-jana-paderewskiego-w-gdansku-9082,Gdańsk,POMORSKIE,58.51,147,565,True
2019,overall,81,019c23d9-345c-7ea2-b61b-48027c766a69,SZKOŁA PODSTAWOWA NR 35 Z ODDZIAŁAMI SPORTOWYMI IM. JANA PARANDOWSKIEGO W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-35-z-oddzialami-sportowymi-im-jana-parandowskiego-w-gdansku-10561,Gdańsk,POMORSKIE,58.24,148,565,True
2019,overall,82,019c23d9-0ead-7630-9204-e6b92d9fecdb,SZKOŁA PODSTAWOWA NR 15 IM. DR URSZULI MROCZKIEWICZ W GDAŃSKU,gdansk/szkola-podstawowa/szkola-podstawowa-nr-15-im-dr-urszuli-mroczkiewicz-w-gdansku-9540,Gdańsk,POMORSKIE,57.82,154,565,True
2019,overall,83,019c23da-5197-7e67-b2b5-1afa97f67aed,ZESPÓŁ SZKOLNO - PRZEDSZKOLNY NR 1 W GDAŃSKU - SZKOŁA PODSTAWOWA NR 76 IM. JAROSŁAWA DĄBROWSKIEGO,gdansk/szkola-podstawowa/zespol-szkolno-przedszkolny-nr-1-w-gdansku-szkola-podstawowa-nr-76-im-jaroslawa-dabrowskiego-17523,Gdańsk,POMORSKIE,57.31,161,565,True
